recno;ID;RAJ2000;DEJ2000;l_mlow;mlow;l_Dmmax;Dmmax;l_sigint;sigint;l_Sd;Sd;l_Sy;Sy;LC;Mph;rmag;OT;z;X;Class
 ; ;deg;deg; ;mag; ;mag; ;mag; ;mag; ;mag; ; ;mag; ; ; ;
     650;GROTH_MOS03-16  ;214.5589;+53.4125;>;22.98;>; 0.96; ; 0.18; ; 0.18; ; 0.13; ;pt ;17.31;   ;      ; ;STAR
     651;CDFS_MOS02-30   ;053.5313;-27.0049; ;22.42; ; 0.95; ; 0.25; ; 0.10; ; 0.54;V;ext;21.15;   ;      ; ;AGN
     652;VVDS22H_MOS00-16;333.7166;+00.8822; ;21.46; ; 0.95; ; 0.24; ; 0.12; ; 0.34;V;ext;20.42;   ;      ; ;Point Var
     653;CDFS_MOS00-49   ;053.5249;-27.4905; ;21.35; ; 0.95; ; 0.17; ; 0.04; ; 0.56;F;ext;19.90;   ;      ; ;Galaxy Flare
     654;VVDS22H_MOS06-20;333.3199;-00.5376; ;19.92; ; 0.95; ; 0.28; ; 0.37; ; 0.44; ;pt ;16.95;RRL;      ; ;RRL
     655;GROTH_MOS04-08  ;211.9414;+53.9291; ;22.38; ; 0.95; ; 0.28; ; 0.21; ; 0.48;V;ext;20.75;   ;      ; ;AGN
     656;VVDS22H_MOS02-01;334.2387;+00.4026; ;21.49; ; 0.95; ; 0.22; ; 0.12; ; 0.48;V;ext;20.01;   ;      ; ;AGN
     657;XMMLSS_MOS00-05 ;035.3413;-03.5109; ;21.38; ; 0.95; ; 0.28; ; 0.58; ; 0.39;V;pt ;18.04;RRL;      ; ;RRL
     658;GROTH_MOS01-03  ;214.9241;+53.9382; ;21.37; ; 0.95; ; 0.21; ; 0.15; ; 0.36; ;pt ;20.13;QSO;      ; ;QSO
     659;ELAISN1_MOS15-01;241.9999;+53.8693; ;19.84; ; 0.95; ; 0.33; ; 0.66; ; 0.48;V;pt ;16.80;RRL;      ; ;RRL
     660;GROTH_MOS05-07  ;215.3725;+53.0970; ;21.78; ; 0.95; ; 0.27; ; 0.15; ; 0.45;F;pt ;20.93;QSO; 1.183;X;QSO
     661;ELAISN1_MOS16-14;241.2126;+54.5419; ;20.95; ; 0.95; ; 0.30; ; 0.04; ; 0.63;F;pt ;19.95;   ;      ; ;QSO
     662;CDFS_MOS01-21   ;052.0360;-27.7676; ;21.03; ; 0.95; ; 0.34;<; 0.00; ; 0.84;V;pt ;19.72;   ;      ; ;Point Var
     663;ELAISN1_MOS12-19;243.6071;+54.6382; ;22.56; ; 0.95; ; 0.28; ; 0.16; ; 0.86;V;pt ;21.28;QSO;      ; ;QSO
     664;COSMOS_MOS27-05 ;149.2295;+01.4236;>;22.98;>; 0.95; ; 0.16; ; 0.19; ; 0.23;F;ext;21.31;   ;      ; ;Galaxy Trans
     665;XMMLSS_MOS05-18 ;035.3736;-04.9872; ;22.04; ; 0.95; ; 0.22;<; 0.00; ; 0.54;V;pt ;22.52;QSO;      ;X;QSO
     666;CDFS_MOS06-16   ;054.3753;-28.2801;>;23.09;>; 0.95; ; 0.87; ; 0.89; ; 0.45; ;ext;21.68;   ;      ; ;?
     667;CDFS_MOS04-00   ;052.4170;-28.8310; ;21.97; ; 0.94; ; 0.24; ; 0.04; ; 0.90; ;pt ;19.76;QSO;      ; ;QSO
     668;GROTH_MOS04-00  ;211.5676;+53.6573; ;20.81; ; 0.94; ; 0.27; ; 0.05; ; 0.46;V;pt ;19.46;QSO;      ; ;QSO
     669;COSMOS_MOS27-18 ;149.8075;+01.0756;>;23.01;>; 0.94; ; 0.84;<; 0.00; ; 0.31;F;pt ;23.93;   ;      ; ;Point Trans
     670;GROTH_MOS02-13  ;214.1703;+53.9674;>;23.01;>; 0.94; ; 0.21; ; 0.80; ; 0.24;F;ext;20.78;   ;      ; ;Galaxy Trans
     671;CDFS_MOS01-04   ;051.5518;-28.2631; ;20.68; ; 0.94; ; 0.27; ; 0.02; ; 0.66; ;ext;19.98;   ;      ; ;?
     672;CDFS_MOS02-37   ;053.6494;-26.8287; ;21.83; ; 0.94; ; 0.26;<; 0.00; ; 0.64;V;pt ;19.99;   ;      ; ;Point Var
     673;CDFS_MOS00-12   ;052.7832;-28.1208; ;23.09; ; 0.94; ; 0.04; ; 0.06;<; 0.00;V;ext;20.52;   ;      ; ;AGN
     674;XMMLSS_MOS02-09 ;035.0457;-04.3326; ;20.67; ; 0.94; ; 0.25; ; 0.55; ; 0.50;V;pt ;14.94;QSO;      ;X;QSO
     675;CDFS_MOS01-08   ;051.6587;-28.6493;>;23.10;>; 0.94; ; 0.37;<; 0.00; ; 0.83;F;pt ;21.50;   ;      ; ;Point Trans
     676;CDFS_MOS00-15   ;052.8724;-28.3010; ;22.51; ; 0.94; ; 0.09; ; 0.15; ; 0.31;V;ext;20.52;   ;      ; ;AGN
     677;ELAISN1_MOS13-06;241.3226;+55.6055; ;21.63; ; 0.94; ; 0.28; ; 0.33; ; 0.62; ;ext;20.33;   ;      ; ;?
     678;COSMOS_MOS25-10 ;149.2299;+02.0498; ;21.50; ; 0.94; ; 0.34; ;     ; ; 0.90;V;pt ;20.70;QSO;      ; ;QSO
     679;COSMOS_MOS26-27 ;150.5151;+01.6138;>;22.98;>; 0.93; ; 0.81; ; 0.37; ; 0.21;F;   ;     ;   ;      ; ;Orphan Trans
     680;GROTH_MOS04-01  ;211.6125;+53.7715; ;23.00; ; 0.93; ; 0.19; ; 0.70; ; 0.23; ;ext;20.60;   ;      ; ;?
     681;VVDS22H_MOS06-00;332.4174;-00.4004; ;19.91; ; 0.93; ; 0.29; ; 0.05; ; 0.71;V;pt ;18.22;QSO; 1.246; ;QSO
     682;GROTH_MOS05-13  ;215.5118;+53.0096; ;21.64; ; 0.93; ; 0.29; ; 0.04; ; 0.66;V;pt ;20.17;QSO;      ; ;QSO
     683;COSMOS_MOS21-16 ;150.6715;+03.1610; ;21.07; ; 0.93; ; 0.34; ; 0.12; ; 0.82;V;pt ;20.49;QSO;      ; ;QSO
     684;CDFS_MOS04-10   ;052.9435;-28.8698; ;23.02; ; 0.93; ; 0.13; ; 0.28; ; 0.14;F;ext;21.57;   ;      ; ;Galaxy Flare
     685;XMMLSS_MOS04-16 ;037.0093;-04.1362; ;21.73; ; 0.93; ; 0.29; ; 0.03; ; 0.69;V;ext;20.60;   ;      ;X;AGN
     686;CDFS_MOS05-33   ;052.4745;-27.1288; ;22.36; ; 0.92; ; 0.17; ; 0.24; ; 0.29;V;ext;21.21;   ;      ; ;AGN
     687;CDFS_MOS05-13   ;051.9501;-27.5839; ;22.29; ; 0.92; ; 0.23; ; 0.18; ; 0.52; ;ext;21.31;   ;      ; ;?
     688;CDFS_MOS00-44   ;053.3758;-27.9368; ;22.43; ; 0.92; ; 0.08; ; 0.11; ; 0.19;V;ext;19.69;   ;      ; ;AGN
     689;XMMLSS_MOS01-18 ;036.7611;-03.2778; ;22.09; ; 0.92; ; 0.11; ; 0.10; ; 0.18;F;ext;20.06;   ;      ; ;Galaxy Flare
     690;XMMLSS_MOS01-12 ;036.4535;-03.9982; ;22.39; ; 0.92; ; 0.14; ; 0.11; ; 0.76;F;ext;21.48;   ;      ;X;AGN
     691;GROTH_MOS04-03  ;211.6588;+54.0227; ;22.25; ; 0.92; ; 0.24; ; 0.28; ; 0.41; ;pt ;20.81;QSO;      ; ;QSO
     692;COSMOS_MOS21-04 ;150.1429;+03.4970; ;21.33; ; 0.92; ; 0.33; ; 0.19; ; 0.79;V;pt ;20.25;QSO;      ; ;QSO
     693;VVDS22H_MOS01-16;332.9012;+00.7382; ;21.19; ; 0.92; ; 0.27;<; 0.00; ; 0.62;V;pt ;19.74;QSO; 1.953; ;QSO
     694;VVDS22H_MOS04-04;335.0088;-00.2150; ;20.20; ; 0.91; ; 0.21; ; 0.21; ; 0.54;V;ext;18.88;   ;      ; ;AGN
     695;VVDS22H_MOS03-15;333.8240;+00.0406; ;21.99; ; 0.91; ; 0.11; ; 0.22;<; 0.00; ;ext;20.45;   ;      ; ;?
     696;COSMOS_MOS24-40 ;150.4723;+02.4102; ;21.64; ; 0.91; ; 0.25; ; 0.17; ; 0.49;V;ext;20.69;   ; 0.667;X;AGN
     697;VVDS22H_MOS06-04;332.6815;-00.4611; ;21.01; ; 0.91; ; 0.19; ; 0.05; ; 0.72;V;ext;19.47;   ; 0.999; ;AGN
     698;VVDS22H_MOS03-06;333.3869;-00.2039; ;21.60; ; 0.91; ; 0.14; ; 0.11; ; 0.25;V;pt ;16.04;   ;      ; ;STAR
     699;XMMLSS_MOS02-15 ;035.2564;-03.9849; ;21.57; ; 0.91; ; 0.31;<; 0.00; ; 0.61;V;ext;21.14;   ;      ;X;AGN
     700;XMMLSS_MOS00-17 ;035.7021;-03.2919; ;22.18; ; 0.91; ; 0.25; ; 0.11; ; 0.37;F;ext;20.90;   ;      ; ;Galaxy Flare
     701;CDFS_MOS02-32   ;053.5615;-26.5619;>;23.10;>; 0.91; ; 0.60; ; 0.14; ; 0.17; ;   ;     ;   ;      ; ;?
     702;XMMLSS_MOS00-18 ;035.7141;-03.4053; ;19.44; ; 0.91; ; 0.18; ; 0.22; ; 0.25;F;ext;16.82;   ;      ; ;Galaxy Flare
     703;CDFS_MOS02-00   ;052.5810;-26.6612; ;21.54; ; 0.91; ; 0.29; ; 0.05; ; 0.74;V;pt ;19.89;   ;      ; ;QSO
     704;VVDS22H_MOS00-01;333.2637;+01.1802; ;20.58; ; 0.90; ; 0.20; ; 0.06; ; 0.37;V;pt ;19.74;QSO;      ; ;QSO
     705;COSMOS_MOS25-13 ;149.3911;+02.1617; ;21.07; ; 0.90; ; 0.22; ; 0.62; ; 0.31;V;pt ;19.69;QSO; 1.443; ;QSO
     706;ELAISN1_MOS14-08;243.9875;+54.6027; ;21.72; ; 0.90; ; 0.21;<; 0.00; ; 0.71; ;pt ;19.96;QSO;      ; ;QSO
     707;VVDS22H_MOS01-05;332.4364;+00.7321; ;22.16; ; 0.90; ; 0.18; ; 0.21; ; 0.23;V;pt ;20.99;   ;      ; ;Point Var
     708;ELAISN1_MOS12-12;243.2445;+55.2083; ;21.57; ; 0.90; ; 0.27; ; 0.07; ; 0.60; ;ext;20.57;   ;      ; ;?
     709;ELAISN1_MOS16-00;240.4773;+54.5471; ;22.55; ; 0.90; ; 0.15;<; 0.00; ; 0.40;V;ext;19.89;   ;      ; ;AGN
     710;VVDS22H_MOS00-09;333.5295;+01.1981; ;21.98; ; 0.90; ; 0.13;<; 0.00; ; 0.62; ;pt ;20.12;QSO; 1.951; ;QSO
     711;CDFS_MOS04-16   ;053.1360;-28.7590; ;22.16; ; 0.90; ; 0.25; ; 0.06; ; 0.64;V;pt ;19.76;QSO;      ; ;QSO
     712;COSMOS_MOS24-35 ;150.2246;+02.2059; ;22.42; ; 0.89; ; 0.14; ; 0.27; ; 0.21;V;ext;20.58;   ;      ; ;AGN
     713;XMMLSS_MOS06-01 ;035.7457;-04.9814; ;20.22; ; 0.89; ; 0.28; ; 0.09; ; 0.65;V;ext;19.34;   ;      ;X;AGN
     714;CDFS_MOS06-10   ;054.0150;-28.7685;>;23.09;>; 0.89; ; 0.42; ;     ; ; 0.48; ;ext;20.40;   ;      ; ;?
     715;CDFS_MOS05-14   ;051.9576;-26.9268; ;21.79; ; 0.89; ; 0.11; ; 0.16; ; 0.14;V;   ;14.55;   ;      ; ;Point Var
     716;ELAISN1_MOS15-19;242.8040;+54.0584; ;20.23; ; 0.89; ; 0.23; ; 0.10; ; 0.80;V;pt ;20.07;QSO;      ; ;QSO
     717;ELAISN1_MOS15-06;242.2740;+53.7866; ;20.91; ; 0.89; ; 0.22; ; 0.26; ; 0.43; ;pt ;16.63;RRL;      ; ;RRL
     718;ELAISN1_MOS12-15;243.3668;+55.0473; ;20.88; ; 0.89; ; 0.34;<; 0.00; ; 0.90; ;pt ;18.98;QSO;      ; ;QSO
     719;VVDS22H_MOS00-27;333.9912;+01.5842; ;21.22; ; 0.89; ; 0.20; ; 0.05; ; 0.69; ;pt ;20.40;QSO;      ; ;QSO
     720;XMMLSS_MOS01-10 ;036.3515;-02.9750; ;20.76; ; 0.88; ; 0.24;<; 0.00; ; 0.93; ;pt ;19.26;QSO;      ;X;QSO
     721;CDFS_MOS05-23   ;052.2082;-27.0289; ;20.67; ; 0.88; ; 0.29; ; 0.07; ; 0.75;V;ext;19.81;   ;      ; ;AGN
     722;XMMLSS_MOS00-16 ;035.6876;-03.3990; ;20.83; ; 0.88; ; 0.29;<; 0.00; ; 0.68;V;pt ;20.10;QSO;      ;X;QSO
     723;CDFS_MOS04-19   ;053.2363;-28.7376; ;22.00; ; 0.88; ; 0.12; ; 0.03; ; 0.84;F;ext;21.99;   ;      ; ;Galaxy Flare
     724;CDFS_MOS03-15   ;054.2193;-27.8284; ;20.42; ; 0.88; ; 0.30; ; 0.08; ; 0.75;V;pt ;19.40;QSO;      ; ;QSO
     725;XMMLSS_MOS04-01 ;036.3953;-04.4002; ;21.61; ; 0.88; ; 0.20; ; 0.28; ; 0.49; ;ext;20.59;   ;      ;X;AGN
     726;CDFS_MOS06-02   ;053.6478;-28.6086; ;20.81; ; 0.88; ; 0.38; ;     ; ; 0.95;V;pt ;19.28;QSO;      ; ;QSO
     727;XMMLSS_MOS03-19 ;036.1376;-04.0087;>;22.96;>; 0.88; ; 0.40;<; 0.00; ; 0.75; ;ext;25.81;   ;      ;X;AGN
     728;ELAISN1_MOS13-08;241.4630;+55.8286; ;20.80; ; 0.88; ; 0.24; ; 0.16; ; 0.36;V;ext;18.66;   ;      ; ;AGN
     729;COSMOS_MOS27-15 ;149.6874;+01.7194; ;21.76; ; 0.88; ; 0.21; ; 0.11; ; 0.40;F;pt ;20.33;QSO; 1.349;X;QSO
     730;VVDS22H_MOS01-22;333.0082;+00.5633; ;21.46; ; 0.88; ; 0.22; ; 0.05; ; 0.51;V;ext;20.48;   ;      ; ;AGN
     731;GROTH_MOS06-07  ;214.5679;+52.4945; ;21.83; ; 0.88; ; 0.31; ; 0.54; ; 0.83;F;pt ;20.24;QSO;      ;X;QSO
     732;XMMLSS_MOS02-02 ;034.6619;-04.3443; ;20.31; ; 0.87; ; 0.23; ; 0.11; ; 0.44;V;ext;17.21;   ;      ; ;AGN
     733;VVDS22H_MOS00-10;333.5413;+00.8793; ;20.63; ; 0.87; ; 0.29;<; 0.00; ; 0.72;V;pt ;19.65;QSO;      ; ;QSO
     734;VVDS22H_MOS00-00;333.1992;+01.3884; ;21.63; ; 0.87; ; 0.17; ; 0.09; ; 0.37;V;ext;21.15;   ;      ; ;AGN
     735;XMMLSS_MOS03-08 ;035.6771;-04.5050; ;21.26; ; 0.87; ; 0.23;<; 0.00; ; 0.93; ;pt ;20.66;QSO;      ;X;QSO
     736;GROTH_MOS02-00  ;213.1374;+54.2146; ;21.70; ; 0.87; ; 0.16; ; 0.25; ; 0.24;F;ext;20.54;   ;      ; ;Galaxy Flare
     737;XMMLSS_MOS02-06 ;034.9672;-04.1552; ;20.82; ; 0.87; ; 0.19; ; 0.13; ; 0.84; ;ext;20.12;   ;      ;X;AGN
     738;VVDS22H_MOS02-05;334.5594;+00.3470; ;21.81; ; 0.87; ; 0.14;<; 0.00; ; 0.54;F;pt ;20.49;QSO;      ; ;QSO
     739;ELAISN1_MOS11-06;244.1606;+55.4659; ;22.01; ; 0.86; ; 0.27;<; 0.00; ; 0.72;V;pt ;20.95;QSO;      ; ;QSO
     740;XMMLSS_MOS02-08 ;035.0129;-03.8796; ;20.27; ; 0.86; ; 0.19; ; 0.16; ; 0.92; ;ext;19.56;   ;      ; ;?
     741;ELAISN1_MOS16-05;240.8920;+54.6288; ;20.99; ; 0.86; ; 0.28; ; 0.04; ; 0.69;V;pt ;19.80;QSO;      ; ;QSO
     742;ELAISN1_MOS14-06;243.8612;+54.5017; ;20.06; ; 0.86; ; 0.37;<; 0.00; ; 0.97; ;pt ;19.25;QSO;      ; ;QSO
     743;CDFS_MOS05-12   ;051.8683;-26.8299; ;21.92; ; 0.86; ; 0.13; ; 0.09; ; 0.73;V;pt ;20.14;   ;      ; ;QSO
     744;ELAISN1_MOS12-03;242.2654;+54.6438; ;21.43; ; 0.86; ; 0.29;<; 0.00; ; 0.66;V;pt ;21.09;QSO;      ; ;QSO
     745;CDFS_MOS02-24   ;053.2763;-27.0139; ;20.92; ; 0.85; ; 0.31;<; 0.00; ; 0.79;V;pt ;20.19;   ;      ; ;Point Var
     746;VVDS22H_MOS01-19;332.9543;+01.0715; ;21.24; ; 0.85; ; 0.20;<; 0.00; ; 0.53;V;pt ;20.72;QSO;      ; ;QSO
     747;CDFS_MOS06-00   ;053.4818;-28.4474; ;21.68; ; 0.85; ; 0.32; ;     ; ; 0.66;V;pt ;20.41;QSO;      ; ;QSO
     748;COSMOS_MOS23-01 ;150.5765;+02.1813; ;22.26; ; 0.85; ; 0.16; ; 0.09; ; 0.36;V;ext;19.98;   ; 0.554;X;AGN
     749;XMMLSS_MOS03-03 ;035.5234;-03.9017; ;20.56; ; 0.85; ; 0.14;<; 0.00; ; 0.93; ;pt ;19.64;QSO;      ;X;QSO
     750;ELAISN1_MOS12-21;243.6879;+54.8701;>;23.05;>; 0.85; ; 0.49;<; 0.00; ; 0.69; ;ext;22.30;   ;      ; ;?
     751;COSMOS_MOS22-14 ;149.8729;+03.1844; ;18.89; ; 0.84; ; 0.29; ; 0.20; ; 0.66;V;ext;16.75;   ; 0.124;X;AGN
     752;ELAISN1_MOS11-08;244.3163;+55.4088; ;21.77; ; 0.84; ; 0.24; ; 0.17; ; 0.72; ;pt ;11.88;   ;      ; ;QSO
     753;CDFS_MOS05-17   ;052.0490;-26.9164; ;21.90; ; 0.84; ; 0.24; ; 0.04; ; 0.61;V;pt ;20.88;   ;      ; ;QSO
     754;VVDS22H_MOS03-14;333.7346;+00.3334; ;21.24; ; 0.84; ; 0.14; ; 0.11; ; 0.19; ;ext;18.60;   ;      ; ;?
     755;COSMOS_MOS24-23 ;149.9644;+02.0168; ;22.39; ; 0.84; ; 0.18; ; 0.37; ; 0.27; ;ext;20.30;   ; 0.169; ;AGN
     756;ELAISN1_MOS12-07;242.6880;+54.6033; ;20.08; ; 0.84; ; 0.17; ; 0.06; ; 0.81;V;ext;18.95;   ;      ;X;AGN
     757;VVDS22H_MOS01-10;332.6092;+00.8833; ;21.47; ; 0.83; ; 0.24; ; 0.12; ; 0.55;V;ext;21.40;   ; 1.511; ;AGN
     758;GROTH_MOS05-16  ;215.6119;+52.7129;>;23.09;>; 0.82; ; 0.60;<; 0.00; ; 0.30;F;ext;21.78;   ;      ; ;Galaxy Trans
     759;COSMOS_MOS24-34 ;150.1725;+02.4745; ;22.30; ; 0.82; ; 0.11; ; 0.16; ; 0.15;F;ext;18.83;   ;      ; ;Galaxy Flare
     760;COSMOS_MOS27-24 ;149.9930;+01.1466; ;20.75; ; 0.82; ; 0.23; ; 0.08; ; 0.45;V;pt ;19.63;QSO;      ; ;QSO
     761;VVDS22H_MOS00-23;333.9204;+01.7128; ;22.19; ; 0.82; ; 0.10; ; 0.17; ; 0.13;F;ext;19.80;   ;      ; ;Galaxy Flare
     762;XMMLSS_MOS06-21 ;036.5049;-05.3233; ;21.52; ; 0.82; ; 0.17; ; 0.26; ; 0.33;V;pt ;19.43;   ;      ; ;Point Var
     763;GROTH_MOS04-02  ;211.6217;+53.5990; ;22.04; ; 0.82; ; 0.18; ; 0.14; ; 0.26;V;pt ;20.78;QSO;      ; ;QSO
     764;COSMOS_MOS26-11 ;150.1734;+01.6163; ;22.12; ; 0.81; ; 0.19; ; 0.13; ; 0.43;V;ext;20.25;   ; 0.995;X;AGN
     765;GROTH_MOS07-00  ;211.8580;+52.9321;>;23.10;>; 0.81; ; 0.57;<; 0.00; ; 0.19;F;ext;22.14;   ;      ; ;Galaxy Trans
     766;VVDS22H_MOS03-09;333.5309;+00.1242; ;20.86; ; 0.81; ; 0.20; ; 0.09; ; 0.46;V;ext;20.40;   ; 0.914; ;AGN
     767;VVDS22H_MOS00-03;333.3617;+00.9838; ;20.90; ; 0.81; ; 0.25;<; 0.00; ; 0.55;V;pt ;20.27;QSO;      ; ;QSO
     768;CDFS_MOS02-03   ;052.7094;-26.7294; ;20.85; ; 0.81; ; 0.18; ; 0.03; ; 0.92;V;ext;20.10;   ;      ; ;AGN
     769;GROTH_MOS07-20  ;212.9755;+53.1889; ;20.86; ; 0.81; ; 0.24; ; 0.14; ; 0.54; ;ext;20.48;   ;      ; ;?
     770;CDFS_MOS06-07   ;053.8579;-28.8723;>;23.09;>; 0.80; ; 0.47; ; 0.22; ;     ; ;ext;20.87;   ;      ; ;?
     771;VVDS22H_MOS01-15;332.8808;+00.8084; ;20.00; ; 0.80; ; 0.21;<; 0.00; ; 0.77;V;ext;19.12;   ; 0.304; ;AGN
     772;ELAISN1_MOS11-16;244.8334;+55.6010; ;20.67; ; 0.80; ; 0.24; ; 0.36; ; 0.72;V;pt ;18.62;QSO;      ; ;QSO
     773;GROTH_MOS03-20  ;214.7299;+53.4609;>;23.10;>; 0.80; ; 0.69;<; 0.00; ; 0.05;F;ext;16.91;   ;      ; ;Galaxy Trans
     774;ELAISN1_MOS14-02;243.5213;+53.7760; ;20.38; ; 0.80; ; 0.18;<; 0.00; ; 0.75; ;ext;18.77;   ;      ;X;AGN
     775;ELAISN1_MOS16-20;241.4690;+54.1404; ;20.69; ; 0.80; ; 0.23; ; 0.40; ; 0.48; ;pt ;17.97;RRL;      ; ;RRL
     776;COSMOS_MOS21-01 ;150.0555;+03.1814; ;21.09; ; 0.80; ; 0.29; ; 0.06; ; 0.72;V;pt ;19.60;QSO;      ; ;QSO
     777;COSMOS_MOS22-01 ;149.0902;+02.8168; ;20.02; ; 0.80; ; 0.34; ; 0.07; ; 0.82;F;pt ;19.19;QSO; 0.954; ;QSO
     778;GROTH_MOS03-01  ;213.4980;+53.1803; ;21.75; ; 0.80; ; 0.24; ; 0.09; ; 0.48;F;pt ;20.78;   ;      ; ;QSO
     779;GROTH_MOS04-23  ;212.6807;+53.6863; ;21.79; ; 0.80; ; 0.17; ; 0.03; ; 0.28;V;ext;20.83;   ;      ; ;AGN
     780;GROTH_MOS03-10  ;214.0950;+53.3069; ;21.23; ; 0.80; ; 0.28; ; 0.09; ; 0.67;V;pt ;20.53;QSO;      ; ;QSO
     781;GROTH_MOS04-12  ;212.0507;+53.8842; ;20.53; ; 0.80; ; 0.22; ; 0.13; ; 0.29; ;ext;17.67;   ; 0.116; ;AGN
     782;GROTH_MOS03-13  ;214.2034;+53.0913; ;21.18; ; 0.80; ; 0.21; ; 0.16; ; 0.37;V;ext;20.14;   ;      ; ;AGN
     783;VVDS22H_MOS03-13;333.7027;+00.4187; ;20.44; ; 0.80; ; 0.20; ; 0.09; ; 0.76;V;pt ;18.75;QSO; 1.845; ;QSO
     784;GROTH_MOS06-05  ;214.3952;+52.4698; ;21.37; ; 0.79; ; 0.25; ;     ; ;     ; ;pt ;21.16;QSO;      ;X;QSO
     785;GROTH_MOS05-20  ;215.7577;+52.5547; ;21.22; ; 0.79; ; 0.22;<; 0.00; ; 0.42;V;ext;20.29;   ;      ; ;AGN
     786;CDFS_MOS02-31   ;053.5590;-27.0379; ;21.31; ; 0.79; ; 0.21;<; 0.00; ; 0.53; ;pt ;20.18;   ;      ; ;?
     787;ELAISN1_MOS12-00;241.9926;+54.8462; ;20.21; ; 0.79; ; 0.26;<; 0.00; ; 0.64;V;pt ;19.02;QSO;      ; ;QSO
     788;ELAISN1_MOS13-11;241.7776;+55.0607; ;19.09; ; 0.79; ; 0.20; ; 0.20; ; 0.33;V;pt ;14.10;   ;      ; ;Point Var
     789;COSMOS_MOS24-20 ;149.9171;+02.3852; ;21.60; ; 0.79; ; 0.19; ; 0.13; ; 0.57;V;pt ;20.18;QSO; 1.123;X;QSO
     790;CDFS_MOS03-03   ;053.8550;-27.0334; ;20.14; ; 0.79; ; 0.29;<; 0.00; ; 0.71;V;pt ;19.02;   ;      ; ;Point Var
     791;VVDS22H_MOS04-03;335.0055;+00.0634; ;20.09; ; 0.79; ; 0.22; ; 0.07; ; 0.48;V;pt ;19.07;QSO; 1.430; ;QSO
     792;GROTH_MOS02-10  ;214.0018;+54.5216; ;21.53; ; 0.79; ; 0.26;<; 0.00; ; 0.65;V;pt ;20.73;QSO;      ; ;QSO
     793;CDFS_MOS00-23   ;053.0477;-27.3882; ;21.80; ; 0.79; ; 0.08; ; 0.16; ; 0.06;V;   ;16.22;   ;      ; ;Point Var
     794;ELAISN1_MOS15-23;242.9452;+54.2942; ;20.43; ; 0.79; ; 0.27; ; 0.02; ; 0.56;V;pt ;19.94;QSO;      ; ;QSO
     795;VVDS22H_MOS00-28;334.0648;+00.9395; ;21.31; ; 0.79; ; 0.18; ; 0.07; ; 0.62;V;pt ;19.10;QSO; 1.413; ;QSO
     796;CDFS_MOS03-13   ;054.1192;-27.2200; ;20.87; ; 0.79; ; 0.18;<; 0.00; ; 0.85; ;pt ;20.30;   ;      ; ;?
     797;COSMOS_MOS24-09 ;149.6863;+02.5218; ;21.59; ; 0.79; ; 0.23; ; 0.32; ; 0.32;V;pt ;17.72;RRL;      ; ;RRL
     798;COSMOS_MOS24-00 ;149.4683;+02.3396; ;20.64; ; 0.78; ; 0.26; ; 0.11; ; 0.54;V;pt ;18.91;QSO; 2.044; ;QSO
     799;COSMOS_MOS23-26 ;151.0562;+01.8943; ;20.88; ; 0.78; ; 0.28; ; 0.03; ; 0.72;V;pt ;19.55;QSO;      ; ;QSO
     800;XMMLSS_MOS01-09 ;036.3388;-03.4412; ;21.26; ; 0.78; ; 0.28;<; 0.00; ; 0.67;V;pt ;20.10;QSO;      ;X;QSO
     801;XMMLSS_MOS03-01 ;035.3551;-04.1493; ;20.43; ; 0.78; ; 0.25;<; 0.00; ; 0.80;V;pt ;19.17;   ;      ;X;?
     802;COSMOS_MOS21-14 ;150.5610;+03.3324; ;22.40; ; 0.78; ; 0.10; ; 0.19; ; 0.12;V;ext;20.90;   ;      ; ;AGN
     803;CDFS_MOS02-28   ;053.3993;-26.8209; ;20.10; ; 0.78; ; 0.31;<; 0.00; ; 0.73;V;pt ;19.50;   ;      ; ;Point Var
     804;ELAISN1_MOS13-02;241.0421;+55.1802; ;20.38; ; 0.78; ; 0.24; ; 0.25; ; 0.33;V;ext;19.44;   ;      ; ;AGN
     805;CDFS_MOS04-04   ;052.5978;-28.4253; ;19.89; ; 0.78; ; 0.25; ; 0.07; ; 0.60;V;ext;20.72;   ;      ; ;AGN
     806;CDFS_MOS05-16   ;052.0332;-26.8496; ;22.27; ; 0.78; ; 0.12; ; 0.20; ; 0.19;V;ext;19.48;   ;      ; ;AGN
     807;ELAISN1_MOS11-13;244.6708;+54.7556; ;20.28; ; 0.78; ; 0.16; ; 0.37; ; 0.20;V;pt ;13.79;   ;      ; ;STAR
     808;ELAISN1_MOS14-16;244.7008;+54.1553; ;20.61; ; 0.78; ; 0.23; ; 0.10; ; 0.53;V;ext;19.48;   ;      ;X;AGN
     809;CDFS_MOS04-21   ;053.2683;-29.2079; ;21.63; ; 0.77; ; 0.18; ; 0.28; ; 0.28;V;pt ;19.79;   ;      ; ;Point Var
     810;GROTH_MOS03-03  ;213.6806;+53.7927; ;21.49; ; 0.77; ; 0.20; ; 0.11; ; 0.29;F;ext;20.52;   ;      ; ;Galaxy Flare
     811;VVDS22H_MOS02-02;334.2869;+00.4550; ;19.49; ; 0.77; ; 0.26;<; 0.00; ; 0.59;V;pt ;18.94;QSO; 1.113; ;QSO
     812;CDFS_MOS05-04   ;051.7174;-26.9499; ;21.45; ; 0.77; ; 0.25;<; 0.00; ; 0.62;V;pt ;19.79;   ;      ; ;Point Var
